"Date","Day","Route","Time","Location","Incident","Direction","Vehicle","Delay"
2024-03-31,"Sunday",88,"19:51:31","BLOOR AND MANNING","Mechanical","E",8251,1
2024-07-17,"Wednesday",101,"22:33:09","MAIN STATION","Vision","N",8601,0
2024-04-30,"Tuesday",103,"11:51:24","KEELE AND GLENLAKE","Security","N",6450,0
2024-04-10,"Wednesday",96,"02:48:06","FINCH STATION","Security","N",7156,0
2024-11-11,"Monday",110,"06:28:05","MAIN STATION","Security","N",5412,0
2024-03-24,"Sunday",86,"07:45:50","FINCH STATION","Mechanical","N",8538,1
2024-06-25,"Tuesday",100,"06:15:20","KEELE AND GLENLAKE","Mechanical","S",6918,1
2024-04-06,"Saturday",116,"03:45:11","KEELE AND GLENLAKE","Security","S",8451,0
2024-06-14,"Friday",98,"11:16:25","BLOOR AND MANNING","Mechanical","N",6035,1
2024-04-02,"Tuesday",79,"07:01:08","FINCH STATION","Security","N",6455,0
2024-09-21,"Saturday",98,"10:24:53","KEELE AND GLENLAKE","Security","W",7880,1
2024-06-03,"Monday",101,"04:17:29","PARLIAMENT AND BLOOR","Mechanical","W",7503,1
2024-12-12,"Thursday",97,"21:33:27","FINCH STATION","General Delay","S",8712,0
2024-05-24,"Friday",93,"15:36:34","PARLIAMENT AND BLOOR","General Delay","N",6246,0
2024-12-25,"Wednesday",115,"08:27:27","MAIN STATION","Security","N",6992,0
2024-01-25,"Thursday",89,"04:46:12","KEELE AND GLENLAKE","Mechanical","S",8560,1
2024-04-05,"Friday",109,"11:05:27","BLOOR AND MANNING","Vision","N",3959,0
2024-03-29,"Friday",126,"02:56:30","KEELE AND GLENLAKE","General Delay","S",5975,0
2024-01-22,"Monday",111,"00:26:03","KEELE AND GLENLAKE","Vision","S",6471,0
2024-06-05,"Wednesday",109,"08:19:41","KEELE AND GLENLAKE","General Delay","S",6808,0
2024-01-16,"Tuesday",101,"10:24:03","KEELE AND GLENLAKE","Vision","S",5476,0
2024-05-11,"Saturday",100,"21:49:12","PARLIAMENT AND BLOOR","General Delay","E",6247,0
2024-06-14,"Friday",110,"03:56:20","MAIN STATION","Vision","N",7112,0
2024-05-14,"Tuesday",99,"18:27:14","MAIN STATION","Mechanical","S",8321,1
2024-02-05,"Monday",89,"01:32:59","BLOOR AND MANNING","Mechanical","S",8343,1
2024-08-19,"Monday",97,"11:02:05","KEELE AND GLENLAKE","Mechanical","N",5739,1
2024-09-22,"Sunday",96,"02:33:55","PARLIAMENT AND BLOOR","Security","N",5909,0
2024-01-30,"Tuesday",106,"03:28:25","MAIN STATION","Security","N",7640,0
2024-02-16,"Friday",96,"08:46:20","MAIN STATION","Vision","N",7917,0
2024-11-09,"Saturday",99,"23:44:11","FINCH STATION","Vision","W",7068,0
2024-12-14,"Saturday",87,"06:02:42","MAIN STATION","Security","N",6704,0
2024-08-26,"Monday",108,"20:04:35","FINCH STATION","Mechanical","W",6895,1
2024-01-04,"Thursday",86,"04:59:41","PARLIAMENT AND BLOOR","Mechanical","S",7862,1
2024-10-20,"Sunday",109,"09:56:05","FINCH STATION","Vision","E",5999,0
2024-02-24,"Saturday",110,"15:36:43","FINCH STATION","Mechanical","W",7042,1
2024-09-08,"Sunday",110,"06:42:23","FINCH STATION","Vision","W",5875,0
2024-03-03,"Sunday",99,"02:41:44","FINCH STATION","Mechanical","W",6823,1
2024-10-16,"Wednesday",88,"17:42:56","MAIN STATION","Vision","S",5922,0
2024-11-23,"Saturday",98,"18:46:13","PARLIAMENT AND BLOOR","Security","S",7916,0
2024-07-24,"Wednesday",87,"14:00:46","KEELE AND GLENLAKE","Mechanical","S",7259,1
2024-04-01,"Monday",72,"10:22:59","KEELE AND GLENLAKE","Security","S",5971,0
2024-05-22,"Wednesday",105,"21:56:20","KEELE AND GLENLAKE","Mechanical","E",5356,1
2024-08-31,"Saturday",105,"18:22:09","BLOOR AND MANNING","Security","N",6957,0
2024-05-13,"Monday",106,"09:08:23","FINCH STATION","Security","N",6238,0
2024-10-29,"Tuesday",107,"08:45:23","MAIN STATION","General Delay","N",6167,0
2024-05-01,"Wednesday",98,"04:07:21","BLOOR AND MANNING","Vision","N",6660,0
2024-07-27,"Saturday",111,"21:09:03","PARLIAMENT AND BLOOR","General Delay","S",5241,1
2024-03-01,"Friday",103,"05:45:58","PARLIAMENT AND BLOOR","Mechanical","E",8374,1
2024-08-10,"Saturday",98,"13:52:38","FINCH STATION","Mechanical","S",5041,1
2024-02-28,"Wednesday",91,"19:24:59","PARLIAMENT AND BLOOR","Mechanical","S",7163,1
2024-08-20,"Tuesday",103,"16:50:44","MAIN STATION","General Delay","N",6529,0
2024-03-14,"Thursday",96,"03:03:02","BLOOR AND MANNING","Security","E",6594,0
2024-05-14,"Tuesday",107,"20:56:45","BLOOR AND MANNING","Vision","N",7813,0
2024-09-11,"Wednesday",89,"01:09:20","KEELE AND GLENLAKE","Vision","E",8288,0
2024-03-02,"Saturday",105,"22:40:52","FINCH STATION","Vision","S",5862,0
2024-12-30,"Monday",99,"23:22:54","BLOOR AND MANNING","Mechanical","E",7446,1
2024-05-07,"Tuesday",110,"00:28:31","MAIN STATION","Vision","W",5043,1
2024-12-05,"Thursday",109,"17:02:53","FINCH STATION","General Delay","N",5908,0
2024-06-19,"Wednesday",93,"16:31:59","PARLIAMENT AND BLOOR","Mechanical","E",9268,1
2024-10-16,"Wednesday",84,"18:40:15","PARLIAMENT AND BLOOR","General Delay","W",7317,0
2024-10-01,"Tuesday",108,"01:59:14","FINCH STATION","Security","S",7588,0
2024-06-18,"Tuesday",98,"12:10:53","KEELE AND GLENLAKE","Mechanical","W",4999,1
2024-11-18,"Monday",84,"20:21:33","MAIN STATION","Security","E",5941,0
2024-10-11,"Friday",98,"05:54:55","FINCH STATION","Security","N",7014,0
2024-04-27,"Saturday",92,"21:56:27","PARLIAMENT AND BLOOR","Security","E",8796,1
2024-04-30,"Tuesday",91,"19:13:35","PARLIAMENT AND BLOOR","Mechanical","S",7867,1
2024-04-11,"Thursday",116,"07:59:19","KEELE AND GLENLAKE","Vision","N",8224,1
2024-06-20,"Thursday",99,"07:37:07","KEELE AND GLENLAKE","Mechanical","N",8053,1
2024-08-28,"Wednesday",87,"04:23:54","PARLIAMENT AND BLOOR","Mechanical","S",6497,1
2024-04-29,"Monday",98,"10:40:58","FINCH STATION","Security","N",6310,0
2024-10-03,"Thursday",100,"11:14:37","PARLIAMENT AND BLOOR","Security","N",6695,0
2024-09-30,"Monday",95,"10:04:17","FINCH STATION","General Delay","N",6340,0
2024-10-16,"Wednesday",99,"20:06:18","BLOOR AND MANNING","Security","W",8428,0
2024-11-26,"Tuesday",106,"04:35:17","KEELE AND GLENLAKE","Vision","S",8026,0
2024-04-11,"Thursday",95,"07:18:23","BLOOR AND MANNING","Security","S",6282,0
2024-06-08,"Saturday",94,"10:08:00","KEELE AND GLENLAKE","Security","N",5729,0
2024-04-03,"Wednesday",104,"10:33:12","MAIN STATION","General Delay","E",7261,1
2024-04-20,"Saturday",118,"12:27:10","BLOOR AND MANNING","General Delay","N",6582,0
2024-02-28,"Wednesday",101,"07:40:49","MAIN STATION","Security","N",6226,1
2024-01-26,"Friday",111,"19:48:26","KEELE AND GLENLAKE","Security","N",6206,0
2024-03-26,"Tuesday",102,"20:13:46","KEELE AND GLENLAKE","General Delay","N",6834,0
2024-02-04,"Sunday",108,"20:22:03","FINCH STATION","Security","N",6791,0
2024-02-04,"Sunday",92,"03:12:15","MAIN STATION","Mechanical","N",7442,1
2024-02-09,"Friday",105,"15:59:47","BLOOR AND MANNING","Vision","S",7308,0
2024-12-03,"Tuesday",113,"06:30:28","BLOOR AND MANNING","Vision","N",6221,1
2024-07-10,"Wednesday",87,"03:12:32","FINCH STATION","Mechanical","W",5830,1
2024-04-08,"Monday",102,"15:36:25","MAIN STATION","Mechanical","N",6373,1
2024-12-20,"Friday",100,"15:26:23","MAIN STATION","Vision","W",6053,0
2024-12-01,"Sunday",89,"09:07:55","FINCH STATION","Vision","N",8730,0
2024-01-25,"Thursday",113,"06:47:02","KEELE AND GLENLAKE","Vision","N",7484,0
2024-07-10,"Wednesday",90,"05:21:01","KEELE AND GLENLAKE","Vision","N",7650,0
2024-07-22,"Monday",83,"08:02:08","KEELE AND GLENLAKE","Mechanical","E",6713,1
2024-08-17,"Saturday",104,"04:46:22","KEELE AND GLENLAKE","General Delay","W",6047,0
2024-05-17,"Friday",94,"07:49:52","MAIN STATION","General Delay","W",7187,0
2024-09-23,"Monday",90,"06:04:30","BLOOR AND MANNING","Security","N",6339,0
2024-10-15,"Tuesday",101,"04:36:28","BLOOR AND MANNING","Security","N",5990,0
2024-01-28,"Sunday",111,"12:35:16","KEELE AND GLENLAKE","General Delay","S",6666,0
2024-11-17,"Sunday",101,"01:40:35","BLOOR AND MANNING","Mechanical","N",7356,1
2024-04-22,"Monday",94,"09:31:16","PARLIAMENT AND BLOOR","Security","E",7501,0
2024-01-15,"Monday",91,"06:14:39","PARLIAMENT AND BLOOR","General Delay","N",7870,0
2024-02-05,"Monday",92,"05:25:14","PARLIAMENT AND BLOOR","Vision","N",6733,0
2024-03-03,"Sunday",83,"01:39:21","PARLIAMENT AND BLOOR","Vision","N",5845,0
2024-04-23,"Tuesday",73,"20:36:02","PARLIAMENT AND BLOOR","Mechanical","N",6896,1
2024-06-27,"Thursday",96,"16:00:35","MAIN STATION","Vision","W",6273,0
2024-01-09,"Tuesday",88,"19:10:52","KEELE AND GLENLAKE","Security","E",7225,0
2024-05-14,"Tuesday",117,"09:34:34","FINCH STATION","General Delay","N",5941,0
2024-05-27,"Monday",98,"06:49:05","BLOOR AND MANNING","Security","E",6397,0
2024-12-28,"Saturday",90,"20:41:24","BLOOR AND MANNING","Vision","E",6498,0
2024-06-12,"Wednesday",93,"17:28:47","PARLIAMENT AND BLOOR","Security","N",6190,0
2024-05-14,"Tuesday",96,"10:03:51","BLOOR AND MANNING","Security","W",6136,0
2024-01-19,"Friday",73,"11:46:01","MAIN STATION","Vision","S",6343,1
2024-06-02,"Sunday",103,"05:29:28","FINCH STATION","Security","N",5431,0
2024-11-19,"Tuesday",72,"16:45:49","PARLIAMENT AND BLOOR","Mechanical","N",7978,1
2024-01-07,"Sunday",113,"03:12:15","KEELE AND GLENLAKE","General Delay","E",7061,0
2024-04-01,"Monday",97,"09:35:38","KEELE AND GLENLAKE","General Delay","S",8261,0
2024-03-24,"Sunday",105,"02:21:02","FINCH STATION","General Delay","N",5959,0
2024-03-06,"Wednesday",101,"00:21:58","BLOOR AND MANNING","Mechanical","S",7254,1
2024-09-02,"Monday",95,"07:58:27","BLOOR AND MANNING","Mechanical","N",5233,1
2024-01-29,"Monday",85,"22:06:23","MAIN STATION","Vision","N",6522,0
2024-05-29,"Wednesday",103,"14:37:04","FINCH STATION","Mechanical","W",7593,1
2024-12-13,"Friday",107,"18:07:44","MAIN STATION","Security","N",7219,0
2024-07-18,"Thursday",92,"03:00:32","PARLIAMENT AND BLOOR","Mechanical","N",7566,1
2024-07-17,"Wednesday",97,"07:17:34","MAIN STATION","Vision","S",6918,0
2024-05-14,"Tuesday",91,"13:36:44","FINCH STATION","Vision","N",8091,0
2024-12-09,"Monday",107,"01:22:43","KEELE AND GLENLAKE","General Delay","N",7281,0
2024-10-03,"Thursday",95,"12:16:40","PARLIAMENT AND BLOOR","Mechanical","N",6464,1
2024-08-28,"Wednesday",96,"15:51:21","KEELE AND GLENLAKE","General Delay","E",6667,0
2024-09-03,"Tuesday",88,"22:41:05","BLOOR AND MANNING","Security","E",5147,0
2024-12-27,"Friday",98,"18:32:54","KEELE AND GLENLAKE","Mechanical","S",5725,1
2024-04-12,"Friday",99,"04:54:54","BLOOR AND MANNING","Vision","N",5542,0
2024-01-04,"Thursday",105,"22:00:46","MAIN STATION","General Delay","N",8002,0
2024-04-10,"Wednesday",111,"08:18:53","MAIN STATION","General Delay","E",9266,0
2024-11-30,"Saturday",98,"21:51:32","KEELE AND GLENLAKE","Vision","S",5737,0
2024-09-18,"Wednesday",97,"07:01:24","MAIN STATION","Security","S",6914,0
2024-05-25,"Saturday",101,"15:07:01","KEELE AND GLENLAKE","Mechanical","E",8262,1
2024-05-17,"Friday",109,"08:21:49","MAIN STATION","Security","N",8271,0
2024-10-13,"Sunday",117,"03:59:57","PARLIAMENT AND BLOOR","Mechanical","S",5222,1
2024-06-20,"Thursday",113,"00:27:16","KEELE AND GLENLAKE","Mechanical","S",6155,1
2024-05-08,"Wednesday",94,"02:26:47","MAIN STATION","Mechanical","E",6820,1
2024-06-30,"Sunday",89,"12:28:44","FINCH STATION","Security","N",6094,0
2024-02-20,"Tuesday",108,"06:06:16","FINCH STATION","Mechanical","N",5401,1
2024-03-10,"Sunday",124,"16:34:41","MAIN STATION","Security","S",6911,0
2024-09-03,"Tuesday",113,"03:52:05","PARLIAMENT AND BLOOR","Mechanical","S",6777,1
2024-02-01,"Thursday",97,"06:25:13","FINCH STATION","Mechanical","N",6979,1
2024-11-05,"Tuesday",103,"15:10:36","KEELE AND GLENLAKE","Mechanical","S",6224,1
2024-02-24,"Saturday",78,"06:24:12","MAIN STATION","Security","E",7048,0
2024-03-20,"Wednesday",96,"22:51:10","KEELE AND GLENLAKE","Security","E",6197,0
2024-08-02,"Friday",105,"10:05:30","BLOOR AND MANNING","Vision","S",5903,0
2024-06-11,"Tuesday",118,"18:37:04","BLOOR AND MANNING","General Delay","S",7594,0
2024-05-15,"Wednesday",121,"22:25:09","BLOOR AND MANNING","Mechanical","S",7036,1
2024-11-19,"Tuesday",98,"00:47:29","FINCH STATION","Security","N",7108,0
2024-07-03,"Wednesday",98,"01:36:27","BLOOR AND MANNING","Security","W",7198,0
2024-09-04,"Wednesday",111,"21:48:15","MAIN STATION","Vision","E",7177,0
2024-04-24,"Wednesday",78,"10:19:10","PARLIAMENT AND BLOOR","General Delay","N",6254,0
2024-05-21,"Tuesday",99,"14:20:32","BLOOR AND MANNING","Mechanical","N",7268,1
2024-01-10,"Wednesday",99,"23:44:38","PARLIAMENT AND BLOOR","Mechanical","W",8576,1
2024-04-21,"Sunday",99,"04:53:22","BLOOR AND MANNING","Vision","W",8452,0
2024-08-20,"Tuesday",110,"11:06:27","BLOOR AND MANNING","General Delay","S",5857,0
2024-06-17,"Monday",111,"19:01:47","BLOOR AND MANNING","Vision","N",6408,1
2024-07-22,"Monday",109,"21:45:18","PARLIAMENT AND BLOOR","Mechanical","S",7903,1
2024-09-19,"Thursday",93,"04:59:58","MAIN STATION","Security","N",5935,0
2024-02-11,"Sunday",115,"02:53:23","MAIN STATION","Vision","E",7296,0
2024-06-25,"Tuesday",111,"06:09:08","PARLIAMENT AND BLOOR","Vision","S",5053,0
2024-02-05,"Monday",99,"13:54:25","MAIN STATION","General Delay","E",8003,0
2024-02-04,"Sunday",125,"08:57:53","FINCH STATION","Security","N",6708,0
2024-09-10,"Tuesday",124,"07:39:36","MAIN STATION","General Delay","E",4526,0
2024-06-07,"Friday",104,"12:54:32","MAIN STATION","Vision","S",7016,0
2024-08-14,"Wednesday",119,"07:06:01","PARLIAMENT AND BLOOR","Vision","N",6843,0
2024-07-29,"Monday",96,"05:21:28","BLOOR AND MANNING","Security","N",7270,0
2024-04-12,"Friday",116,"11:56:09","PARLIAMENT AND BLOOR","Mechanical","E",8018,1
2024-10-28,"Monday",96,"13:23:31","FINCH STATION","Security","W",6226,0
2024-02-16,"Friday",112,"15:43:51","FINCH STATION","Mechanical","N",7309,1
2024-02-16,"Friday",112,"03:00:33","BLOOR AND MANNING","Security","S",7794,0
2024-06-22,"Saturday",106,"22:37:58","PARLIAMENT AND BLOOR","General Delay","N",7295,0
2024-07-05,"Friday",93,"02:52:51","PARLIAMENT AND BLOOR","Mechanical","N",6889,1
2024-01-11,"Thursday",89,"10:48:13","MAIN STATION","Security","E",5383,0
2024-04-26,"Friday",99,"15:15:31","PARLIAMENT AND BLOOR","Security","S",6999,0
2024-03-27,"Wednesday",86,"19:12:19","BLOOR AND MANNING","Mechanical","E",5590,1
2024-09-16,"Monday",107,"00:58:23","BLOOR AND MANNING","Mechanical","N",7030,1
2024-06-10,"Monday",116,"01:37:39","BLOOR AND MANNING","General Delay","S",5983,0
2024-07-16,"Tuesday",102,"08:14:40","FINCH STATION","Vision","N",5883,0
2024-11-13,"Wednesday",97,"20:56:54","BLOOR AND MANNING","Security","N",4873,0
2024-03-16,"Saturday",93,"10:08:04","KEELE AND GLENLAKE","Security","S",6591,0
2024-03-27,"Wednesday",117,"10:15:41","MAIN STATION","Vision","N",7238,0
2024-10-31,"Thursday",93,"09:51:41","BLOOR AND MANNING","Vision","E",6566,0
2024-09-17,"Tuesday",109,"00:24:14","PARLIAMENT AND BLOOR","General Delay","N",7236,0
2024-07-20,"Saturday",110,"13:13:41","KEELE AND GLENLAKE","Security","N",7246,0
2024-08-07,"Wednesday",115,"23:19:11","BLOOR AND MANNING","General Delay","S",7148,0
2024-08-29,"Thursday",102,"20:53:31","PARLIAMENT AND BLOOR","Security","N",7109,0
2024-11-08,"Friday",98,"08:24:39","PARLIAMENT AND BLOOR","Security","N",7885,0
2024-05-18,"Saturday",113,"13:36:09","BLOOR AND MANNING","Vision","W",7704,0
2024-06-10,"Monday",115,"03:25:04","FINCH STATION","General Delay","S",7514,0
2024-02-11,"Sunday",117,"09:21:32","PARLIAMENT AND BLOOR","Vision","S",5349,0
2024-06-04,"Tuesday",105,"20:50:52","MAIN STATION","Security","S",6243,0
2024-09-20,"Friday",94,"16:32:22","FINCH STATION","Mechanical","E",5914,1
2024-03-02,"Saturday",95,"01:19:45","MAIN STATION","Security","N",7467,0
2024-09-05,"Thursday",102,"22:13:04","FINCH STATION","Security","N",6903,0
2024-01-29,"Monday",96,"05:35:22","BLOOR AND MANNING","Vision","E",6162,0
2024-01-13,"Saturday",113,"18:18:22","PARLIAMENT AND BLOOR","Mechanical","N",7184,1
2024-02-07,"Wednesday",99,"17:42:53","MAIN STATION","Mechanical","S",7792,1
2024-12-30,"Monday",112,"08:38:22","KEELE AND GLENLAKE","Mechanical","N",6044,1
2024-09-25,"Wednesday",118,"03:21:24","BLOOR AND MANNING","Vision","E",6581,0
2024-03-11,"Monday",107,"11:22:17","KEELE AND GLENLAKE","Security","E",7311,0
2024-03-16,"Saturday",112,"22:21:10","BLOOR AND MANNING","Security","S",7074,0
2024-06-13,"Thursday",107,"01:11:20","FINCH STATION","Security","N",6740,0
2024-10-08,"Tuesday",83,"02:48:57","MAIN STATION","General Delay","E",8162,0
2024-08-19,"Monday",99,"02:39:31","PARLIAMENT AND BLOOR","Security","E",6408,0
2024-02-08,"Thursday",108,"22:47:07","FINCH STATION","Security","S",6057,0
2024-04-24,"Wednesday",107,"15:21:35","MAIN STATION","Mechanical","S",7195,1
2024-01-10,"Wednesday",107,"05:07:52","PARLIAMENT AND BLOOR","Mechanical","N",7624,1
2024-03-05,"Tuesday",87,"04:33:14","FINCH STATION","Vision","N",6735,1
2024-05-10,"Friday",89,"01:44:08","KEELE AND GLENLAKE","Vision","N",6723,0
2024-11-20,"Wednesday",92,"14:58:30","PARLIAMENT AND BLOOR","Mechanical","E",7767,1
2024-06-29,"Saturday",112,"19:48:05","PARLIAMENT AND BLOOR","Vision","N",6611,0
2024-10-04,"Friday",96,"12:44:35","MAIN STATION","General Delay","N",6262,0
2024-05-03,"Friday",109,"04:45:32","MAIN STATION","Mechanical","S",8638,1
2024-10-28,"Monday",93,"12:53:14","FINCH STATION","General Delay","S",6870,0
2024-05-04,"Saturday",102,"01:25:46","BLOOR AND MANNING","Mechanical","N",7198,1
2024-02-10,"Saturday",86,"05:43:21","BLOOR AND MANNING","Mechanical","S",4867,1
2024-08-24,"Saturday",104,"12:46:57","BLOOR AND MANNING","Security","N",5859,0
2024-07-08,"Monday",101,"23:14:33","MAIN STATION","Mechanical","N",5961,1
2024-09-12,"Thursday",118,"16:14:15","KEELE AND GLENLAKE","Vision","N",6662,0
2024-06-30,"Sunday",106,"09:03:26","PARLIAMENT AND BLOOR","Security","W",8155,0
2024-04-28,"Sunday",92,"04:27:01","PARLIAMENT AND BLOOR","General Delay","N",7408,0
2024-11-23,"Saturday",104,"03:01:49","FINCH STATION","Mechanical","N",6444,1
2024-05-10,"Friday",108,"03:45:30","KEELE AND GLENLAKE","Security","N",6493,0
2024-05-06,"Monday",108,"19:55:41","BLOOR AND MANNING","Security","N",6567,0
2024-06-17,"Monday",94,"15:16:44","PARLIAMENT AND BLOOR","Mechanical","N",8075,1
2024-03-05,"Tuesday",113,"16:58:57","MAIN STATION","Vision","S",7213,0
2024-01-22,"Monday",94,"09:29:16","MAIN STATION","Mechanical","N",7774,1
2024-10-12,"Saturday",108,"20:35:49","PARLIAMENT AND BLOOR","General Delay","W",6918,0
2024-10-29,"Tuesday",96,"22:41:56","BLOOR AND MANNING","General Delay","N",6747,0
2024-11-19,"Tuesday",92,"13:02:36","MAIN STATION","Mechanical","N",6365,1
2024-02-11,"Sunday",82,"08:16:07","PARLIAMENT AND BLOOR","Security","S",7650,0
2024-08-10,"Saturday",113,"06:48:22","BLOOR AND MANNING","Security","N",6230,0
2024-09-28,"Saturday",104,"12:28:06","KEELE AND GLENLAKE","Vision","N",6276,0
2024-07-12,"Friday",87,"08:10:34","MAIN STATION","General Delay","S",7928,0
2024-05-09,"Thursday",96,"00:37:49","FINCH STATION","Vision","N",5977,0
2024-12-26,"Thursday",100,"13:01:51","BLOOR AND MANNING","General Delay","S",5607,0
2024-05-26,"Sunday",102,"04:13:52","PARLIAMENT AND BLOOR","General Delay","E",8083,0
2024-02-05,"Monday",86,"22:00:43","MAIN STATION","Mechanical","N",7275,1
2024-12-06,"Friday",93,"06:11:36","FINCH STATION","General Delay","W",7814,0
2024-07-29,"Monday",111,"11:27:16","FINCH STATION","General Delay","N",6178,0
2024-12-30,"Monday",90,"15:41:46","PARLIAMENT AND BLOOR","Mechanical","N",5235,1
2024-01-05,"Friday",82,"13:39:34","KEELE AND GLENLAKE","Security","W",6246,0
2024-08-13,"Tuesday",99,"04:50:45","MAIN STATION","Security","S",7382,0
2024-10-20,"Sunday",82,"11:17:07","PARLIAMENT AND BLOOR","General Delay","N",8333,1
2024-10-17,"Thursday",102,"05:00:57","KEELE AND GLENLAKE","Vision","E",5933,0
2024-03-31,"Sunday",96,"03:16:15","KEELE AND GLENLAKE","Security","N",8386,0
2024-12-24,"Tuesday",104,"09:30:22","FINCH STATION","Mechanical","N",7065,1
2024-06-27,"Thursday",115,"06:04:37","KEELE AND GLENLAKE","Mechanical","S",6219,1
2024-05-21,"Tuesday",108,"20:50:16","FINCH STATION","Security","E",6534,0
2024-01-23,"Tuesday",100,"01:06:58","PARLIAMENT AND BLOOR","General Delay","N",9096,0
2024-03-28,"Thursday",101,"00:20:35","BLOOR AND MANNING","Mechanical","S",6975,1
2024-12-09,"Monday",96,"12:53:02","MAIN STATION","Vision","S",7610,1
2024-10-21,"Monday",99,"22:32:05","FINCH STATION","Mechanical","N",7179,1
2024-03-27,"Wednesday",111,"09:17:48","PARLIAMENT AND BLOOR","Security","N",7690,0
2024-02-27,"Tuesday",110,"05:44:16","FINCH STATION","Vision","N",7426,0
2024-04-06,"Saturday",113,"14:39:07","BLOOR AND MANNING","Security","N",6607,0
2024-08-28,"Wednesday",101,"00:44:14","MAIN STATION","Mechanical","N",6050,1
2024-05-26,"Sunday",83,"09:35:24","MAIN STATION","Mechanical","S",7585,1
2024-02-18,"Sunday",102,"01:57:45","KEELE AND GLENLAKE","Security","E",7879,1
2024-07-04,"Thursday",91,"20:44:07","KEELE AND GLENLAKE","Mechanical","N",6101,1
2024-09-03,"Tuesday",99,"05:04:54","BLOOR AND MANNING","General Delay","S",6442,0
2024-04-24,"Wednesday",96,"12:01:20","BLOOR AND MANNING","Security","S",5735,0
2024-10-13,"Sunday",80,"00:24:41","MAIN STATION","General Delay","E",6766,1
2024-03-09,"Saturday",96,"06:12:58","KEELE AND GLENLAKE","Mechanical","S",7314,1
2024-11-08,"Friday",99,"14:29:12","FINCH STATION","Security","N",6055,0
2024-07-15,"Monday",108,"04:01:05","PARLIAMENT AND BLOOR","Vision","N",8019,0
2024-05-04,"Saturday",108,"18:05:15","KEELE AND GLENLAKE","Security","N",6415,0
2024-03-01,"Friday",103,"17:56:37","PARLIAMENT AND BLOOR","General Delay","S",7323,0
